1750,Chicago Express,(unknown),C8,WDY,WINDY CITY,United States,N
1751,Chief Rat Flight Services,(unknown),(unknown),RAT,RIVERRAT,South Africa,N
1752,Chilchota Taxi Aereo,(unknown),(unknown),CCH,CHILCHOTA,Mexico,N
1753,Chilcotin Caribou Aviation,(unknown),(unknown),DES,CHILCOTIN,Canada,N
1754,Chilliwack Aviation,(unknown),(unknown),CAD,CHILLIWACKAIR,Canada,N
1755,Chim-Nir Aviation,(unknown),(unknown),ETN,CHMINIR,Israel,N
1756,China Airlines,(unknown),CI,CAL,DYNASTY,Taiwan,Y
1757,China Cargo Airlines,(unknown),CK,CKK,CARGO KING,China,N
1758,China Eastern Airlines,(unknown),MU,CES,CHINA EASTERN,China,Y
1759,China Express Airlines,(unknown),(unknown),HXA,CHINA EXPRESS,China,N
1760,China Flying Dragon Aviation,(unknown),(unknown),CFA,FEILONG,China,N
1761,China General Aviation Corporation,(unknown),(unknown),CTH,TONGHANG,China,N
1762,China National Aviation Corporation,(unknown),(unknown),CAG,CHINA NATIONAL,China,N
1763,China Northern Airlines,(unknown),CJ,CBF,CHINA NORTHERN,China,N
1764,China Northwest Airlines,(unknown),WH,CNW,CHINA NORTHWEST,China,N
1765,China Ocean Helicopter Corporation,(unknown),(unknown),CHC,CHINA HELICOPTER,China,N
1766,China Postal Airlines,(unknown),8Y,CYZ,CHINA POST,China,N
1767,China Southern Airlines,(unknown),CZ,CSN,CHINA SOUTHERN,China,Y
1768,China Southwest Airlines,(unknown),(unknown),CXN,CHINA SOUTHWEST,China,N
1769,China United Airlines,(unknown),HR,CUA,LIANHANG,China,Y
1770,China Xinhua Airlines,(unknown),XO,CXH,XINHUA,China,N
1771,Yunnan Airlines,(unknown),3Q,CYH,YUNNAN,China,Y
1772,Chinguetti Airlines,(unknown),(unknown),CGU,CHINGUETTI,Mauritania,N
1773,Chipola Aviation,(unknown),(unknown),CEP,CHIPOLA,United States,N
1774,Chippewa Air Commuter,(unknown),(unknown),CPW,CHIPPEWA-AIR,United States,N
1775,Chitaavia,(unknown),X7,CHF,CHITA,Russia,N
1776,Christman Air System,(unknown),(unknown),CAS,CHRISTMAN,United States,N
1777,Christophorus Flugrettungsverein,(unknown),(unknown),OEC,CHRISTOPHORUS,Austria,N
1778,Chrome Air Services,(unknown),(unknown),CHO,CHROME AIR,United States,N
1779,Church Aircraft,(unknown),(unknown),CHU,CHURCHAIR,United States,N
1780,Cielos Airlines,(unknown),A2,CIU,CIELOS,Peru,N
1781,Cimber Air,(unknown),QI,CIM,CIMBER,Denmark,Y
1782,Cirrus,(unknown),(unknown),RRU,HELICIRRUS,Chile,N
1783,Cirrus Air,(unknown),(unknown),NTS,NITE STAR,United States,N
1784,Cirrus Airlines,(unknown),C9,RUS,CIRRUS AIR,Germany,Y
1785,Cirrus Middle East,(unknown),(unknown),JTI,(unknown),Lebanon,N
1786,Citationshares,(unknown),(unknown),FIV,FIVE STAR,United States,N
1787,Citibank,(unknown),(unknown),XCX,(unknown),United States,N
1788,Citic General Aviation,(unknown),(unknown),HZX,ZHONGXIN,China,N
1789,City Airline,(unknown),CF,SDR,SWEDESTAR,Sweden,Y
1790,City Connexion Airlines,(unknown),G3,CIX,CONNEXION,Burundi,Y
1791,City of Bangor,(unknown),(unknown),XBG,(unknown),United States,N
1792,CityJet,(unknown),WX,BCY,CITY-IRELAND,Ireland,Y
1793,Cityair (Chester) Limited,(unknown),(unknown),CAQ,AIR CHESTER,United Kingdom,N
1794,Cityfly,(unknown),(unknown),CII,CITYFLY,Italy,N
1795,BA CityFlyer,(unknown),CJ,CFE,FLYER,United Kingdom,Y
1796,Cityline Hungary,(unknown),(unknown),CNB,CITYHUN,Hungary,N
1797,Citylink Airlines,(unknown),(unknown),HSR,HOOSIER,United States,N
1798,Civair Airways,(unknown),(unknown),CIW,CIVFLIGHT,South Africa,N
1799,Civil Air Patrol South Carolina Wing,(unknown),(unknown),BKR,BOX KAR,United States,N
1800,Civil Air Transport,(unknown),CT,CAT,Mandarin,Taiwan,N
1801,Civil Aviation Authority,(unknown),(unknown),CIA,CALIMERA,Slovakia,N
1802,Civil Aviation Authority of New Zealand,(unknown),(unknown),CIV,CIVAIR,New Zealand,N
1803,Civil Aviation Inspectorate of the Czech Republic,(unknown),(unknown),CBA,CALIBRA,Czech Republic,N
1804,Claessens International Limited,(unknown),(unknown),FMC,CLAESSENS,United Kingdom,N
1805,Clark Aviation,(unknown),(unknown),CLK,CLARKAIR,United States,N
1806,Clasair,(unknown),(unknown),CSF,CALEDONIAN,United Kingdom,N
1807,Clay Lacy Aviation,(unknown),(unknown),CLY,CLAY-LACY,United States,N
1808,Click Airways,(unknown),(unknown),CGK,CLICK AIR,Kyrgyzstan,Y
1809,Cloud 9 Air Charters,(unknown),(unknown),CLZ,CLOUDLINE,South Africa,N
1810,Clowes Estates Limited,(unknown),(unknown),CLD,CLOWES,United Kingdom,N
1811,Club 328,(unknown),(unknown),SDJ,SPACEJET,United Kingdom,N
1812,Club Air,(unknown),6P,ISG,CLUBAIR,Italy,N
1813,Coast Air,(unknown),BX,CST,COAST CENTER,Norway,N
1814,Coastal Air,(unknown),DQ,(unknown),U.S. Virgin Islands,United States,Y
1815,Coastal Air Transport,(unknown),(unknown),TCL,TRANS COASTAL,United States,N
1816,Coastal Airways,(unknown),(unknown),CNG,SID-AIR,United States,N
1817,Coastal Travels,(unknown),(unknown),CSV,COASTAL TRAVEL,Tanzania,N
1818,Cohlmia Aviation,(unknown),(unknown),CHL,COHLMIA,United States,N
1819,Colaereos,(unknown),(unknown),OLR,COLAEREOS,Ecuador,N
1820,Colemill Enterprises,(unknown),(unknown),CLE,COLEMILL,United States,N
1821,Colgan Air,(unknown),9L,CJC,COLGAN,United States,Y
1822,Colibri Aviation,(unknown),(unknown),CAE,HUMMINGBIRD,Canada,N
1823,Colt International,(unknown),(unknown),CCX,(unknown),United States,N
1824,Columbia Airlines,(unknown),(unknown),COL,COLAIR,Canada,N
1825,Columbia Helicopters,(unknown),(unknown),WCO,COLUMBIA HELI,United States,N
1826,Columbus Air Transport,(unknown),(unknown),KLR,KAY-LER,United States,N
1827,Colvin Aviation,(unknown),(unknown),GHP,GRASSHOPPER EX,United States,N
1828,Comair,(unknown),OH,COM,COMAIR,United States,Y
1829,Comair,(unknown),MN,CAW,COMMERCIAL,South Africa,Y
1830,Comed Group,(unknown),(unknown),CDE,COMEX,United Kingdom,N
1831,Comeravia,(unknown),(unknown),CVV,COMERAVIA,Venezuela,N
1832,Comercial Aerea,(unknown),(unknown),CRS,COMERCIAL AEREA,Mexico,N
1833,Comet Airlines,(unknown),(unknown),CMG,SUNSPY,Nigeria,N
1834,Comfort Air,(unknown),(unknown),FYN,FLYNN,Germany,N
1835,Comlux Aviation,(unknown),(unknown),CLA,COMLUX,Switzerland,N
1836,Commair Aviation,(unknown),(unknown),CMH,COMMODORE,United Kingdom,N
1837,Commandement Du Transport Aerien Militaire Francais,(unknown),(unknown),CTM,COTAM,France,N
1838,Commander Air Charter,(unknown),(unknown),CML,COMMANDAIR,Canada,N
1839,Commander Mexicana,(unknown),(unknown),CRM,COMMANDERMEX,Mexico,N
1840,Commercial Aviation,(unknown),(unknown),CMS,ACCESS,Canada,N
1841,Commodore Aviation,(unknown),(unknown),GAR,(unknown),Australia,N
1842,Commonwealth Jet Service,(unknown),(unknown),CJS,COMMONWEALTH,United States,N
1843,CommutAir,(unknown),C5,UCA,COMMUTAIR,United States,Y
1844,Comores Airlines,(unknown),KR,CWK,CONTICOM,Comoros,Y
1845,Compagnia Generale Ripreseaeree,(unknown),(unknown),CGR,COMPRIP,Italy,N
1846,Compagnie Aerienne du Mali,(unknown),(unknown),CMM,CAMALI,Mali,N
1847,Compagnie Mauritanienne Des Transports,(unknown),(unknown),CPM,(unknown),Mauritania,N
1848,Compagnie de Bauxites de Guinee,(unknown),(unknown),GIC,CEBEGE,Guinea,N
1849,Compania Aerea de Valencia,(unknown),(unknown),AIF,(unknown),Spain,N
1850,Compania Aerotecnicas Fotograficas,(unknown),(unknown),ATF,AEROTECNICAS,Spain,N
1851,Compania Boliviana de Transporte Aereo Privado Aerosur,(unknown),(unknown),ASU,S.A.,ASUR,N
1852,Compania De Actividades Y Servicios De Aviacion,(unknown),(unknown),LCT,STELLAIR,Spain,N
1853,Compania Ejecutiva,(unknown),(unknown),EJV,EJECUTIVA,Mexico,N
1854,Compania Helicopteros Del Sureste,(unknown),(unknown),HSE,HELISURESTE,Spain,N
1855,Compania Mexicana De Aeroplanos,(unknown),(unknown),MDR,AEROPLANOS,Mexico,N
1856,Compania Mexicargo,(unknown),GJ,MXC,MEXICARGO,Mexico,N
1857,Compania Transportes Aereos Del Sur,(unknown),(unknown),HSS,TAS HELICOPTEROS,Spain,N
1858,Compania de Servicios Aereos Tavisa,(unknown),(unknown),TAV,TAVISA,Spain,N
1859,Company Flight,(unknown),(unknown),CYF,COMPANY FLIGHT,Denmark,N
1860,Compass Airlines,(unknown),CP,CPZ,Compass Rose,United States,Y
1861,Compass International Airways,(unknown),(unknown),CPS,COMPASS,United Kingdom,N
1862,Compuflight Operations Service,(unknown),(unknown),XCO,(unknown),United States,N
1863,Compuserve Incorporated,(unknown),(unknown),XCS,(unknown),United States,N
1864,Conair Aviation,(unknown),(unknown),CRC,CONAIR-CANADA,Canada,N
1865,Concordavia,(unknown),(unknown),COD,CONCORDAVIA,Ukraine,N
1866,Condor Aero Services,(unknown),(unknown),CNR,CONAERO,United States,N
1867,Condor,(unknown),(unknown),CIB,CONDOR BERLIN,Germany,N
1868,Condor Flugdienst,(unknown),DE,CFG,CONDOR,Germany,Y
1869,Confort Air,(unknown),(unknown),COF,CONFORT,Canada,N
1870,Congo Air,(unknown),(unknown),CAK,(unknown),Bahamas,N
1871,Congressional Air,(unknown),(unknown),CGA,CONGRESSIONAL,United States,N
1872,Conifair Aviation,(unknown),(unknown),ROY,(unknown),Canada,N
1873,Connectair Charters,(unknown),(unknown),BSN,BASTION,Canada,N
1874,Conquest Airlines,(unknown),(unknown),CAC,CONQUEST AIR,United States,N
1875,Conroe Aviation Services,(unknown),(unknown),CXO,CONROE AIR,United States,N
1876,Consorcio Aviaxsa,(unknown),6A,CHP,AVIACSA,Mexico,Y
1877,Consorcio Helitec,(unknown),(unknown),VCH,CONSORCIO HELITEC,Venezuela,N
1878,Constanta Airline,(unknown),(unknown),UZA,CONSTANTA,Ukraine,N
1879,Contact Air,Contactair,C3,KIS,CONTACTAIR,Germany,Y
1880,Contel ASC,(unknown),(unknown),XCL,(unknown),United States,N
1881,Continental Airlines,(unknown),CO,COA,CONTINENTAL,United States,Y
1882,Continental Airways,(unknown),PC,PVV,CONTAIR,Russia,N
1883,Continental Express,(unknown),CO,(unknown),JETLINK,United States,Y
1884,Continental Micronesia,(unknown),CS,CMI,AIR MIKE,United States,Y
1885,Continental Oil,(unknown),(unknown),CON,CONOCO,United States,N
1886,Conviasa,(unknown),V0,VCV,CONVIASA,Venezuela,Y
1887,Cook Inlet Aviation,(unknown),(unknown),CKA,COOK-AIR,United States,N
1888,Cooper Aerial Surveys,(unknown),(unknown),SVY,SURVEYOR,United Kingdom,N
1889,Copa Airlines,(unknown),CM,CMP,COPA,Panama,Y
1890,Copenhagen Airtaxi,(unknown),(unknown),CAT,AIRCAT,Denmark,N
1891,Copper State Air Service,(unknown),(unknown),COP,COPPER STATE,United States,N
1892,Copterline,(unknown),(unknown),AAQ,COPTERLINE,Finland,Y
1893,Coptrade Air Transport,(unknown),(unknown),CCW,COPTRADE AIR,Sudan,N
1894,Corendon Airlines,(unknown),(unknown),CAI,CORENDON,Turkey,Y
1895,Coronado Aerolineas,(unknown),(unknown),CRA,CORAL,Colombia,N
1896,Corpac Canada,(unknown),(unknown),CPB,PENTA,Canada,N
1897,Corporacion Aereo Cencor,(unknown),(unknown),CNC,CENCOR,Mexico,N
1898,Corporacion Aeroangeles,(unknown),(unknown),CPG,CORPORANG,Mexico,N
1899,Corporacion Paraguaya De Aeronautica,(unknown),(unknown),CGY,(unknown),Paraguay,N
1900,Corporate Air,(unknown),(unknown),CPT,AIR SPUR,United States,N
1901,Corporate Air,(unknown),(unknown),CPR,CORPAIR,United States,N
1902,Corporate Aircraft Company,(unknown),(unknown),CPO,MOKAN,United States,N
1903,Corporate Airlink,(unknown),(unknown),COO,CORPORATE,Canada,N
1904,Corporate Aviation Services,(unknown),(unknown),CKE,CHECKMATE,United States,N
1905,Corporate Flight International,(unknown),(unknown),VHT,VEGAS HEAT,United States,N
1906,Corporate Flight Management,(unknown),(unknown),VTE,VOLUNTEER,United States,N
1907,Corporate Jets,(unknown),(unknown),CJI,SEA JET,United States,N
1908,Corsairfly,(unknown),SS,CRL,CORSAIR,France,Y
1909,Corse-Mediterranee,(unknown),XK,CCM,CORSICA,France,Y
1910,Cosmic Air,(unknown),F5,COZ,COSMIC AIR,Nepal,N
1911,Cougar Helicopters,(unknown),(unknown),CHI,COUGAR,Canada,N
1912,Coulson Flying Service,(unknown),(unknown),MGB,MOCKINGBIRD,United Kingdom,N
1913,Country Connection Airlines,(unknown),(unknown),NSW,(unknown),Australia,N
1914,Country International Airlines,(unknown),(unknown),CIK,COUNTRY AIR,Kyrgyzstan,N
1915,Courier Services,(unknown),(unknown),CSD,DELIVERY,United States,N
1916,Court Helicopters,(unknown),(unknown),CUT,COURT AIR,South Africa,N
1917,Coval Air,(unknown),(unknown),CVL,COVAL,Canada,N
1918,Cowi,(unknown),(unknown),COW,COWI,Netherlands,N
1919,Coyne Aviation,(unknown),(unknown),COY,COYNE AIR,United Kingdom,N
1920,Cranfield University,(unknown),(unknown),CFD,AERONAUT,United Kingdom,N
1921,Cree Airways,(unknown),(unknown),CRE,CREE AIR,Canada,N
1922,Crelam,(unknown),(unknown),ELM,CRELAM,Mexico,N
1923,Crest Aviation,(unknown),(unknown),CAN,CREST,United Kingdom,Y
1924,Crimea Universal Avia,(unknown),(unknown),KRM,TRANS UNIVERSAL,Ukraine,N
1925,Croatia Airlines,(unknown),OU,CTN,CROATIA,Croatia,Y
1926,Croatian Air Force,(unknown),(unknown),HRZ,CROATIAN AIRFORCE,Croatia,N
1927,Cross Aviation,(unknown),(unknown),CRX,CROSSAIR,United Kingdom,N
1928,Crossair Europe,(unknown),QE,ECC,Cigogne,Switzerland,N
1929,Crow Executive Air,(unknown),(unknown),CWX,CROW EXPRESS,United States,N
1930,Crown Air Systems,(unknown),(unknown),CKR,CROWN AIR,United States,N
1931,Crown Airways,(unknown),(unknown),CRO,CROWN AIRWAYS,United States,Y
1932,Crownair,(unknown),(unknown),CRW,REGAL,Canada,N
1933,Cruiser Linhas Aereas,(unknown),(unknown),VCR,VOE CRUISER,Brazil,N
1934,Cryderman Air Service,(unknown),(unknown),CTY,CENTURY,United States,N
1935,Crystal Shamrock,(unknown),(unknown),CYT,CRYSTAL-AIR,United States,N
1936,Cubana de Aviación,(unknown),CU,CUB,CUBANA,Cuba,Y
1937,Cumberland Airways (Nicholson Air Service),(unknown),(unknown),CBL,CUMBERLAND,United States,N
1938,Custom Air Transport,(unknown),(unknown),CTT,CATT,United States,N
1939,Cygnus Air,(unknown),(unknown),RGN,CYGNUS AIR,Spain,N
1940,Cyprair Tours,(unknown),(unknown),CYC,CYPRAIR,Cyprus,N
1941,Cypress Airlines,(unknown),(unknown),CYS,SKYBIRD,Canada,N
1942,Cyprus Airways,(unknown),CY,CYP,CYPRUS,Cyprus,Y
1943,Cyprus Turkish Airlines,(unknown),YK,(unknown),(unknown),Turkey,Y
1944,Czech Air Force,(unknown),(unknown),CEF,CZECH AIR FORCE,Czech Republic,N
1945,Czech Air Handling,(unknown),(unknown),AHD,AIRHANDLING,Czech Republic,N
1946,Czech Airlines,CSA Czech Airlines,OK,CSA,CSA-LINES,Czech Republic,Y
1947,Czech Government Flying Service,(unknown),(unknown),CIE,CZECHIA,Czech Republic,N
1948,D & D Aviation,(unknown),(unknown),DDA,DUSTY,United States,N
1949,D&K Aviation,(unknown),(unknown),DNK,DIRECT JET,United States,N
1950,DAP Helicopteros,(unknown),(unknown),DHE,HELIDAP,Chile,N
1951,DFS UK Limited,(unknown),(unknown),VLF,VOLANTE,United Kingdom,N
1952,DAS Air Cargo,(unknown),WD,DSR,DAIRAIR,Uganda,N
1953,DAS Airlines,(unknown),(unknown),RKC,DAS CONGO,Democratic Republic of the Congo,N
1954,DAT Danish Air Transport,(unknown),DX,DTR,DANISH,Denmark,Y
1955,DAT Enterprise Limited,(unknown),(unknown),ENT,DATENT,United Kingdom,N
1956,DERA Boscombe Down,(unknown),(unknown),BDN,GAUNTLET,United Kingdom,N
1957,DESNA,(unknown),(unknown),DSN,DESNA,Ukraine,N
1958,DETA Air,(unknown),(unknown),DET,SAMAL,Kazakhstan,N
1959,DGO Jet,(unknown),(unknown),DGO,DGO JET,Mexico,N
1960,DHL Aero Expreso,(unknown),(unknown),DAE,YELLOW,Panama,N
1961,DHL Air,(unknown),(unknown),DHK,WORLD EXPRESS,United Kingdom,N
1962,DHL Aviation,(unknown),(unknown),DHV,WORLDSTAR,South Africa,N
1963,DHL International,(unknown),ES,DHX,DILMUN,Bahrain,N
1964,DHL de Guatemala,(unknown),L3,JOS,(unknown),Guatemala,N
1965,DSWA,(unknown),(unknown),RSK,REDSKIN,United States,N
1966,Daallo Airlines,(unknown),D3,DAO,DALO AIRLINES,Djibouti,Y
1967,Dagestan Airlines,(unknown),N2,DAG,DAGAL,Russia,N
1968,Dahla Airlines,(unknown),(unknown),DHA,(unknown),Democratic Republic of Congo,N
1969,Daimler Chrysler Aviation,(unknown),(unknown),DCS,TWIN STAR,Germany,N
1970,Daimler-Chrysler,(unknown),(unknown),DCX,DAIMLER,United States,N
1971,Daka,(unknown),(unknown),DKA,(unknown),Kazakhstan,N
1972,Dala Air Services,(unknown),(unknown),DLR,DALA AIR,Nigeria,N
1973,Dalavia,(unknown),H8,KHB,DALAVIA,Russia,Y
1974,Dallas Express Airlines,(unknown),(unknown),DXP,DALLAS EXPRESS,United States,N
1975,Damascene Airways,(unknown),(unknown),DAS,AIRDAM,Syrian Arab Republic,N
1976,Danbury Airways,(unknown),(unknown),DSA,DANBURY AIRWAYS,United States,N
1977,Dancopter,(unknown),(unknown),DOP,DANCOPTER,Denmark,N
1978,Danish Air Force,(unknown),(unknown),DAF,DANISH AIRFORCE,Denmark,N
1979,Danish Army,(unknown),(unknown),DAR,DANISH ARMY,Denmark,N
1980,Danish Navy,(unknown),(unknown),DNY,DANISH NAVY,Denmark,N
1981,Danu Oro Transportas,(unknown),(unknown),DNU,DANU,Lithuania,N
1982,Darta,(unknown),(unknown),DRT,DARTA,France,N
1983,Darwin Airline,(unknown),0D,DWT,DARWIN,Switzerland,Y
1984,Dasab Airlines,(unknown),(unknown),DSQ,DASAB AIR,Uganda,N
1985,Dash Air Charter,(unknown),(unknown),DSH,DASH CHARTER,United States,N
1986,Dash Aviation,(unknown),(unknown),GOB,PILGRIM,United Kingdom,N
1987,Dasnair,(unknown),(unknown),DGX,DASNA,Switzerland,N
1988,Dassault Aviation,(unknown),(unknown),DAB,(unknown),France,N
1989,Dassault Falcon Jet Corporation,(unknown),(unknown),CVF,CLOVERLEAF,United States,N
1990,Dassault Falcon Service,(unknown),(unknown),DSO,DASSAULT,France,N
1991,Data International,(unknown),(unknown),DTN,DATA AIR,Sudan,N
1992,Date Transformation Corp,(unknown),(unknown),XDT,(unknown),United States,N
1993,Dauair,(unknown),D5,DAU,DAUAIR,Germany,N
1994,David Crawshaw Consultants Limited,(unknown),(unknown),DCO,(unknown),United Kingdom,N
1995,Dawn Air,(unknown),(unknown),DWN,DAWN AIR,United States,N
1996,DayJet,(unknown),(unknown),DJS,DAYJET,United States,N
1997,Daya Aviation,(unknown),(unknown),DAY,DAYA,Sri Lanka,N
1998,De Havilland,(unknown),(unknown),DHC,DEHAVILLAND,Canada,N
1999,Deadalos Flugtbetriebs,(unknown),(unknown),IAY,IASON,Austria,N
2000,Decatur Aviation,(unknown),(unknown),DAA,DECUR,United States,N
2001,Deccan Aviation,(unknown),(unknown),DKN,DECCAN,India,N
2002,Deccan Aviation (Lanka),(unknown),(unknown),DLK,DEKKANLANKA,Sri Lanka,N
2003,Deer Jet,(unknown),(unknown),DER,DEER JET,China,N
2004,Deere and Company,(unknown),(unknown),JDC,JOHN DEERE,United States,N
2005,Delaware Skyways,(unknown),(unknown),DWR,DELAWARE,United States,N
2006,Delta Aerotaxi,(unknown),(unknown),DEA,JET SERVICE,Italy,Y
2007,Delta Air Charter,(unknown),(unknown),SNO,SNOWBALL,Canada,N
2008,Delta Air Elite,(unknown),(unknown),ELJ,ELITE JET,United States,N
2009,Delta Air Lines,(unknown),DL,DAL,DELTA,United States,Y
2010,Delta Engineering Aviation,(unknown),(unknown),KMB,KEMBLEJET,United Kingdom,N
2011,Delta Express International,(unknown),(unknown),DLI,DELTA EXPRESS,Ukraine,N
2012,Delta State University,(unknown),(unknown),DSU,DELTA STATE,United States,N
2013,Denim Air,(unknown),(unknown),DNM,DENIM,Netherlands,Y
2014,Denver Express,(unknown),(unknown),FEC,FALCON EXPRESS,United States,N
2015,Denver Jet,(unknown),(unknown),DJT,DENVER JET,United States,N
2016,Departmento De Agricultura De La Generalitat De Cataluna,(unknown),(unknown),FGC,FORESTALES,Spain,N
2017,Deraya Air Taxi,(unknown),(unknown),DRY,DERAYA,Indonesia,N
2018,Des R Cargo Express,(unknown),(unknown),DRX,(unknown),Mauritania,N
2019,Desarrollo Milaz,(unknown),(unknown),MIZ,MILAZ,Mexico,N
2020,Destiny Air Services,(unknown),(unknown),DTY,DESTINY,Sierra Leone,N
2021,Deutsche Bahn,(unknown),2A,(unknown),(unknown),Germany,Y
2022,Deutsche Rettungsflugwacht,(unknown),1I,AMB,CIVIL AIR AMBULANCE,Germany,N
2023,Deutsches Zentrum fur Luft-und Raumfahrt EV,(unknown),(unknown),LFO,LUFO,Germany,N
2024,Di Air,(unknown),(unknown),DIS,DI AIR,Serbia,N
2025,Diamond Aviation,(unknown),(unknown),SPK,SPARKLE,United States,N
2026,Didier Rousset Buy,(unknown),(unknown),DRB,DIDIER,Chile,N
2027,Digital Equipment Corporation,(unknown),(unknown),DGT,DIGITAL,United States,N
2028,Dinar,(unknown),D7,RDN,AERO DINAR,Argentina,N
2029,Diplomatic Freight Services,(unknown),(unknown),DIP,DIPFREIGHT,United Kingdom,N
2030,Direccion General de Aviacion Civil y Telecomunicasciones,(unknown),(unknown),ENA,ENA,Spain,N
2031,Direct Air,(unknown),(unknown),DIA,BLUE SKY,United States,N
2032,Direct Air trading as Midway Connection,(unknown),(unknown),XAP,MID-TOWN,United States,N
2033,Direct Flight,(unknown),(unknown),DCT,(unknown),United Kingdom,N
2034,Sky Express,(unknown),(unknown),SXP,EXPRESS SKY,Poland,N
2035,Dirgantara Air Service,(unknown),AW,DIR,DIRGANTARA,Indonesia,N
2036,Discover Air,(unknown),(unknown),DCV,DISCOVER,United States,N
2037,Discovery Airways,(unknown),DH,DVA,DISCOVERY AIRWAYS,United States,N
2038,Dispatch Services,(unknown),(unknown),XDS,(unknown),United States,N
2039,Dix Aviation,(unknown),(unknown),DIX,DIX FLIGHT,Germany,N
2040,Dixie Airways,(unknown),(unknown),DEE,TACAIR,United States,N
2041,Djibouti Airlines,(unknown),D8,DJB,DJIBOUTI AIR,Djibouti,Y
2042,Dniproavia,(unknown),(unknown),UDN,DNIEPRO,Ukraine,Y
2043,Flying Dolphin Airlines,(unknown),(unknown),FDN,FLYING DOLPHIN,United Arab Emirates,N
2044,Dolphin Express Airlines,(unknown),(unknown),IXX,ISLAND EXPRESS,United States,N
2045,Dome Petroleum,(unknown),(unknown),DPL,DOME,Canada,N
2046,Dominguez Toledo (Grupo Mayoral),(unknown),(unknown),MYO,MAYORAL,Spain,N
2047,Dominicana de Aviaci,(unknown),DO,DOA,DOMINICANA,Dominican Republic,Y
2048,Domodedovo Airlines,(unknown),E3,DMO,DOMODEDOVO,Russia,Y
2049,Don Avia,(unknown),(unknown),DVB,DONSEBAI,Kazakhstan,N
2050,Donair Flying Club,(unknown),(unknown),DON,DONAIR,United Kingdom,N
2051,DonbassAero,(unknown),5D,UDC,DONBASS AERO,Ukraine,Y
2052,Dorado Air,(unknown),(unknown),DAD,DORADO AIR,Dominican Republic,N
2053,Dornier,(unknown),(unknown),DOR,DORNIER,Germany,N
2054,Dornier Aviation Nigeria,(unknown),(unknown),DAV,DANA AIR,Nigeria,N
2055,Dos Mundos,(unknown),(unknown),DOM,DOS MUNDOS,Dominican Republic,N
2056,Dragonair,(unknown),KA,HDA,Hong Kong Dragon Airlines,DRAGON,Y
2057,Dreamcatcher Airways,(unknown),(unknown),DCA,DREAM CATCHER,United Kingdom,N
2058,Druk Air,(unknown),KB,DRK,ROYAL BHUTAN,Bhutan,Y
2059,Drummond Island Air,(unknown),(unknown),DRE,MICHIGAN,United States,N
2060,Dubai Airwing,(unknown),(unknown),DUB,DUBAI,United Arab Emirates,N
2061,Dubrovnik Air,(unknown),(unknown),DBK,SEAGULL,Croatia,Y
2062,Ducair,(unknown),(unknown),DUK,LION KING,Luxembourg,N
2063,Duchess of Britany (Jersey) Limited,(unknown),(unknown),DBJ,DUCHESS,United Kingdom,N
2064,UK Royal/HRH Duke of York,(unknown),(unknown),LPD,LEOPARD,United Kingdom,N
2065,Dun'Air,(unknown),(unknown),DUN,DUNAIR,Mauritania,N
2066,Duncan Aviation,(unknown),(unknown),PHD,PANHANDLE,United States,N
2067,Dunyaya Bakis Hava Tasimaciligi,(unknown),(unknown),VVF,WORLDFOCUS,Turkey,N
2068,Duo Airways,(unknown),(unknown),DUO,FLY DUO,United Kingdom,N
2069,Durango Jet,(unknown),(unknown),DJE,DURANGO JET,Mexico,N
2070,Dutch Antilles Express,(unknown),(unknown),DNL,DUTCH ANTILLES,Netherlands Antilles,Y
2071,Dutch Caribbean Express,(unknown),(unknown),DCE,DUTCH CARIBBEAN,Netherlands Antilles,N
2072,Dutchbird,(unknown),(unknown),DBR,DUTCHBIRD,Netherlands,N
2073,Dwyer Aircraft Services,(unknown),(unknown),DFS,DWYAIR,United States,N
2074,Dynair Services,(unknown),(unknown),XDY,(unknown),United States,N
2075,Dynamair Aviation,(unknown),(unknown),DNR,DYNAMAIR,Canada,N
2076,Dynamic Air,(unknown),(unknown),DYE,DYNAMIC,Netherlands,N
2077,dba,(unknown),DI,BAG,SPEEDWAY,Germany,Y
2078,E H Darby Aviation,(unknown),(unknown),EHD,PLATINUM AIR,United States,N
2079,Electronic Data Systems,(unknown),1C,(unknown),(unknown),Switzerland,N
2080,Electronic Data Systems,(unknown),(unknown),1Y,(unknown),(unknown),N
2081,EAA Escola De Aviacao Aerocondor,(unknown),(unknown),EAD,AERO-ESCOLA,Portugal,N
2082,Executive Airlines Services,(unknown),(unknown),EXW,ECHOLINE,Nigeria,N
2083,EFAOS- Agencia De Viagens e Turismo,(unknown),(unknown),EFS,EFAOS,Angola,N
2084,EFD Eisele Flugdienst,(unknown),(unknown),EFD,EVER FLIGHT,Germany,N
2085,EFS-Flugservice,(unknown),(unknown),FSD,FLUGSERVICE,Germany,N
2086,EIS Aircraft,(unknown),(unknown),EIS,COOL,Germany,N
2087,EPAG Groupe Air France,(unknown),(unknown),IAG,EPAG,France,N
2088,ESI Eliservizi Italiani,(unknown),(unknown),ESI,ELISERVIZI,Italy,N
2089,EU Airways,(unknown),(unknown),EUY,EUROAIRWAYS,Ireland,N
2090,EUjet,(unknown),VE,EUJ,UNION JET,Ireland,N
2091,EVA Air,(unknown),BR,EVA,EVA,Taiwan,Y
2092,Eagle Aero,(unknown),(unknown),ICR,ICARUS FLIGHTS,United States,N
